id,qid1,qid2,question1,question2,is_duplicate
187884,219544,266494,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187885,119893,114965,What is the future of data science?,What is the future of data science?,1
187886,252699,222555,How do I remove water from ear?,What is GST and how does it benefit common people?,0
187887,203604,273639,How do I remove water from ear?,How can I improve my communication skills?,0
187888,239153,217855,What are the differences between Android and iOS?,What is the most beautiful moment in your life?,0
187889,197064,138131,Which is better: Java or Python?,What is the future of data science?,0
187890,110154,278719,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187891,186530,120920,How do you sleep well?,What is GST and how does it benefit common people?,0
187892,159649,169289,How can I improve my communication skills?,Which is better: Java or Python?,0
187893,182452,243085,What is the future of data science?,What is the future of data science?,1
187894,208626,275556,How can I motivate myself to achieve more?,Which is better: Java or Python?,0
187895,107202,128384,What is GST and how does it benefit common people?,What are the differences between Android and iOS?,0
187896,222604,153688,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187897,119854,155212,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187898,221398,174528,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187899,134134,238324,What should I do to overcome anxiety?,What should I should I to overcome anxiety?,1
187900,125603,187770,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187901,190728,237633,Is it scientifically possible to bring someone back to life?,Is it really scientifically possible to bring someone back to life?,1
187902,124562,292015,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187903,118580,204555,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187904,161534,218955,How can I get venture capital for my startup?,How do I get venture capital for my startup?,1
187905,222154,214042,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187906,204483,203021,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187907,273061,148574,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187908,237809,141878,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187909,284599,287056,What should I do to overcome anxiety?,What are some good laptops under 60k?,0
187910,117460,132526,Is it scientifically possible to bring someone back to life?,Will there be a war between India and Pakistan?,0
187911,266452,126334,What is the most beautiful moment in your life?,What are some good laptops under 60k?,0
187912,105133,295187,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187913,238668,244243,What are the best books on modern philosophy?,What should I do to overcome anxiety?,0
187914,295861,131068,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187915,228395,254857,How can I get venture capital for my startup?,What are the differences between Android and iOS?,0
187916,166198,244822,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187917,174372,105452,How do you sleep well?,How should I you sleep well?,1
187918,181627,228777,What are the best books on modern philosophy?,How do I remove water from ear?,0
187919,113179,285742,Which is better: Java or Python?,How can I motivate myself to achieve more?,0
187920,117069,225851,What should I do to overcome anxiety?,How do you sleep well?,0
187921,251387,243562,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187922,178395,199499,How do I remove water from ear?,What are the differences between Android and iOS?,0
187923,133705,221528,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187924,212261,142040,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187925,248698,249773,What is the future of data science?,What are the differences between Android and iOS?,0
187926,154937,298767,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187927,146669,151058,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187928,121990,178522,What are some good laptops under 60k?,Will there be a war between India and Pakistan?,0
187929,288360,174045,How do I remove water from ear?,How can I motivate myself to achieve more?,0
187930,205040,173851,Is it scientifically possible to bring someone back to life?,What are the best books on modern philosophy?,0
187931,162048,139114,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187932,213830,122354,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187933,136268,144499,What are the differences between Android and iOS?,How do you sleep well?,0
187934,239282,111272,Is it scientifically possible to bring someone back to life?,What should I do to overcome anxiety?,0
187935,292754,227116,Which is better: Java or Python?,Which is better: Java or Python?,1
187936,277647,189972,Which is better: Java or Python?,Which is better: Java or Python?,1
187937,169762,218913,How can I improve my communication skills?,How can I improve my communication skills?,1
187938,201163,121219,How can I improve my communication skills?,How can I motivate myself to achieve more?,0
187939,138445,286614,What is GST and how does it benefit common people?,How do you sleep well?,0
187940,255387,206239,How can I motivate myself to achieve more?,How do you sleep well?,0
187941,246843,125093,How do you sleep well?,How do you sleep well?,1
187942,226252,115538,What is the future of data science?,What is the future of data science?,1
187943,197250,251392,How can I motivate myself to achieve more?,What are some good laptops under 60k?,0
187944,150041,255773,What are the differences between Android and iOS?,Is it scientifically possible to bring someone back to life?,0
187945,219480,288646,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187946,144779,113684,How do you sleep well?,What is GST and how does it benefit common people?,0
187947,297400,202636,How do you sleep well?,How do you sleep well?,1
187948,267620,211150,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187949,152787,140045,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187950,204314,199907,What is the most beautiful moment in your life?,What are the best books on modern philosophy?,0
187951,109059,294129,What is the future of data science?,What is GST and how does it benefit common people?,0
187952,223898,249225,What are some good laptops under 60k?,What are some some good laptops under 60k?,1
187953,277694,207439,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
187954,143044,185591,How can I improve my communication skills?,How do I remove water from ear?,0
187955,239822,149036,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187956,188899,293537,What is the future of data science?,What is the most beautiful moment in your life?,0
187957,111507,105827,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187958,273002,119966,Will there be a war between India and Pakistan?,How can I motivate myself to achieve more?,0
187959,289100,107296,What is the most beautiful moment in your life?,Which is better: Java or Python?,0
187960,132157,278342,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187961,247206,268958,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187962,128278,236513,How do you sleep well?,What is GST and how does it benefit common people?,0
187963,249078,187812,What is the future of data science?,Is it scientifically possible to bring someone back to life?,0
187964,166422,117640,What is the future of data science?,What is the future of data science?,1
187965,211078,160178,How can I motivate myself to achieve more?,What are the differences between Android and iOS?,0
187966,209668,120332,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187967,279587,201164,What is GST and how does it benefit common people?,What is GST and how should Ies it benefit common people?,1
187968,134885,225682,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187969,293150,132299,How can I get venture capital for my startup?,Will there be a war between India and Pakistan?,0
187970,153817,222169,What are some good laptops under 60k?,How do I remove water from ear?,0
187971,173909,269320,How do you sleep well?,How can I improve my communication skills?,0
187972,262142,188990,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187973,250100,276523,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187974,131074,139206,What is the most beautiful moment in your life?,What's the most beautiful moment in your life?,1
187975,266844,246904,Which is better: Java or Python?,What is GST and how does it benefit common people?,0
187976,175749,205977,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187977,279190,266271,How do I remove water from ear?,How can I get venture capital for my startup?,0
187978,279246,191771,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187979,200670,267496,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187980,265400,154028,How can I motivate myself to achieve more?,What are some good laptops under 60k?,0
187981,250818,121441,What is the future of data science?,Which is better: Java or Python?,0
187982,248872,170214,What should I do to overcome anxiety?,What are some good laptops under 60k?,0
187983,218510,223798,How can I get venture capital for my startup?,How do I get venture capital for my startup?,1
187984,207683,253015,Is it scientifically possible to bring someone back to life?,How can I motivate myself to achieve more?,0
187985,179259,123688,What should I do to overcome anxiety?,Will there be a war between India and Pakistan?,0
187986,162382,234248,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187987,165336,244464,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187988,232928,124865,How do I remove water from ear?,Which is better: Java or Python?,0
187989,181206,228658,How do you sleep well?,What should I do to overcome anxiety?,0
187990,252983,209194,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187991,238692,220030,How can I motivate myself to achieve more?,What is the most beautiful moment in your life?,0
187992,228909,212960,What are some good laptops under 60k?,What are some good laptops under 60k?,1
187993,285268,249028,What are the best books on modern philosophy?,Will there be a war between India and Pakistan?,0
187994,138626,292868,How can I get venture capital for my startup?,What is the future of data science?,0
187995,269765,119927,What are the differences between Android and iOS?,What is the most beautiful moment in your life?,0
187996,274873,243076,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187997,163916,120896,Will there be a war between India and Pakistan?,How do you sleep well?,0
187998,202139,127366,What is the future of data science?,What is the future of data science?,1
187999,193545,217442,How can I motivate myself to achieve more?,What is the most beautiful moment in your life?,0
188000,167233,136423,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
188001,159234,113706,What is the future of data science?,How do you sleep well?,0
188002,277776,250129,How do I remove water from ear?,How do I remove water from ear?,1
188003,107754,125665,What is the future of data science?,What's the future of data science?,1
188004,284042,239692,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
188005,214130,276467,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188006,203951,237432,What is the future of data science?,What is the future of data science?,1
188007,186787,164181,Which is better: Java or Python?,Is it scientifically possible to bring someone back to life?,0
188008,150177,283156,What is GST and how does it benefit common people?,What are the best books on modern philosophy?,0
188009,159021,169021,Which is better: Java or Python?,What is the future of data science?,0
188010,288615,117254,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188011,130144,269763,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
188012,266816,104358,What is GST and how does it benefit common people?,What is the future of data science?,0
188013,107462,296877,What are some good laptops under 60k?,Which is better: Java or Python?,0
188014,184529,130663,How do I remove water from ear?,How do I remove water from ear?,1
188015,188109,295603,What is the future of data science?,What's the future of data science?,1
188016,145539,149737,What should I do to overcome anxiety?,Which is better: Java or Python?,0
188017,233807,244991,What is the future of data science?,What is the future of data science?,1
188018,238610,104872,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188019,156031,127580,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
188020,266945,275466,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188021,284525,161218,How can I improve my communication skills?,What should I do to overcome anxiety?,0
188022,111366,137750,How do I remove water from ear?,How can I improve my communication skills?,0
188023,164580,107963,What is GST and how does it benefit common people?,How do you sleep well?,0
188024,151259,252432,What is GST and how does it benefit common people?,How can I get venture capital for my startup?,0
188025,105440,122318,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188026,188119,294151,Is it scientifically possible to bring someone back to life?,What are some good laptops under 60k?,0
188027,157954,124684,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
188028,195200,132104,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
188029,125369,207616,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188030,244770,252325,How do you sleep well?,How do you sleep well?,1
188031,295284,187006,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
188032,121701,175059,What is the most beautiful moment in your life?,What's the most beautiful moment in your life?,1
188033,144029,205165,How do you sleep well?,What are the differences between Android and iOS?,0
188034,194638,268304,Which is better: Java or Python?,Which is better: Java or Python?,1
188035,226163,188910,How do I remove water from ear?,What is the most beautiful moment in your life?,0
188036,232947,212056,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188037,140621,286792,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
188038,159607,112773,Which is better: Java or Python?,Which is better: Java or Python?,1
188039,180233,286337,How can I get venture capital for my startup?,What are the best books on modern philosophy?,0
188040,220413,149402,How can I get venture capital for my startup?,How do I remove water from ear?,0
188041,243764,150623,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188042,284135,159094,How do I remove water from ear?,What are the differences between Android and iOS?,0
188043,159954,220046,What are the best books on modern philosophy?,Will there be a war between India and Pakistan?,0
188044,244626,271383,How can I get venture capital for my startup?,What is GST and how does it benefit common people?,0
188045,173271,279022,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188046,195548,298477,How can I motivate myself to achieve more?,What is the future of data science?,0
188047,298787,108271,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
188048,232171,158203,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188049,112983,224597,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188050,278500,278955,Which is better: Java or Python?,What is GST and how does it benefit common people?,0
188051,107515,103677,What is the future of data science?,What is the future of data science?,1
188052,238824,158959,How can I motivate myself to achieve more?,What is the future of data science?,0
188053,197506,227490,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188054,157673,195649,What is the most beautiful moment in your life?,What's the most beautiful moment in your life?,1
188055,120696,158595,Which is better: Java or Python?,Which is better: Java or Python?,1
188056,213840,140524,What is the future of data science?,What is the future of data science?,1
188057,272861,158133,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
188058,198095,112465,How can I get venture capital for my startup?,How do I get venture capital for my startup?,1
188059,223999,242090,How can I get venture capital for my startup?,Will there be a war between India and Pakistan?,0
188060,116445,277341,How can I improve my communication skills?,How do I remove water from ear?,0
188061,279290,265600,How do I remove water from ear?,How do I remove water from ear?,1
188062,257560,214958,How can I motivate myself to achieve more?,What are the best books on modern philosophy?,0
188063,279112,207721,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
188064,262166,190167,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188065,118458,188754,How do you sleep well?,How do you sleep well?,1
188066,123023,284925,How do you sleep well?,How can I improve my communication skills?,0
188067,272817,119220,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
188068,248835,223636,How do you sleep well?,What is the most beautiful moment in your life?,0
188069,169399,292790,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
188070,129794,193681,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
188071,211615,124009,What is the future of data science?,What's the future of data science?,1
188072,112886,233788,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
188073,222900,277177,Will there be a war between India and Pakistan?,What is the future of data science?,0
188074,255364,139517,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
188075,192607,275835,How can I motivate myself to achieve more?,What are the best books on modern philosophy?,0
188076,116479,153964,How can I get venture capital for my startup?,How can I motivate myself to achieve more?,0
188077,101507,234134,What is the future of data science?,What is the future of data science?,1
188078,287342,171379,How do you sleep well?,How do you sleep well?,1
188079,150863,187535,How do you sleep well?,What is GST and how does it benefit common people?,0
188080,271778,111190,What is the future of data science?,Will there be a war between India and Pakistan?,0
188081,120226,289603,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
188082,222930,207109,How can I motivate myself to achieve more?,How do I motivate myself to achieve more?,1
188083,265949,102698,What is GST and how does it benefit common people?,What is the most beautiful moment in your life?,0
188084,108321,228211,How can I improve my communication skills?,How can I improve my communication skills?,1
188085,135757,297904,What are the best books on modern philosophy?,What are the differences between Android and iOS?,0
188086,277748,136722,How can I get venture capital for my startup?,Is it scientifically possible to bring someone back to life?,0
188087,137884,229949,What is the future of data science?,What is the future of data science?,1
188088,194767,124346,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
188089,224907,148617,What is the most beautiful moment in your life?,What should I do to overcome anxiety?,0
188090,229543,130069,How do you sleep well?,How do you sleep well?,1
188091,238853,279181,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188092,260832,225953,How can I motivate myself to achieve more?,How do you sleep well?,0
188093,122875,171213,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
188094,109406,292183,What is the most beautiful moment in your life?,What are the best books on modern philosophy?,0
188095,130990,294818,Is it scientifically possible to bring someone back to life?,What is GST and how does it benefit common people?,0
188096,256889,131943,How can I get venture capital for my startup?,Will there be a war between India and Pakistan?,0
188097,285828,124006,How can I improve my communication skills?,What is the future of data science?,0
188098,141801,250978,What is the future of data science?,What is the future of data science?,1
188099,215306,264620,Is it scientifically possible to bring someone back to life?,What is GST and how does it benefit common people?,0
188100,231830,159122,How do you sleep well?,How do I remove water from ear?,0
188101,293054,112739,What are the best books on modern philosophy?,Which is better: Java or Python?,0
188102,240394,219592,What are the differences between Android and iOS?,What are some good laptops under 60k?,0
188103,103971,141226,What are some good laptops under 60k?,What are the best books on modern philosophy?,0
188104,226800,274339,Which is better: Java or Python?,Which is better: Java or Python?,1
188105,216978,165367,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188106,191037,289903,What is the most beautiful moment in your life?,How do you sleep well?,0
188107,116703,250480,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
188108,270079,175627,What are some good laptops under 60k?,How can I get venture capital for my startup?,0
188109,132792,119327,Which is better: Java or Python?,How do you sleep well?,0
188110,131820,127334,How do you sleep well?,How do you sleep well?,1
188111,126131,158091,Which is better: Java or Python?,Which is better: Java or Python?,1
188112,298453,190690,What are the differences between Android and iOS?,Is it scientifically possible to bring someone back to life?,0
188113,248711,107174,How can I improve my communication skills?,What is the most beautiful moment in your life?,0
188114,158616,111186,Which is better: Java or Python?,Which is better: Java or Python?,1
188115,260383,184791,What is the future of data science?,What's the future of data science?,1
188116,295063,169875,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
188117,205861,246294,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
188118,187193,266232,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
188119,163963,215523,How do you sleep well?,What is GST and how does it benefit common people?,0
188120,184767,159729,What are the differences between Android and iOS?,How can I motivate myself to achieve more?,0
188121,247837,138235,What is the future of data science?,What is the future of data science?,1
188122,170712,116336,How can I improve my communication skills?,How can I improve my communication skills?,1
188123,168903,194349,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
188124,111990,233238,How do you sleep well?,How do you sleep well?,1
188125,155945,262071,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188126,289546,120985,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
188127,218816,273379,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188128,197469,160569,What is the most beautiful moment in your life?,Will there be a war between India and Pakistan?,0
188129,292486,231344,How do I remove water from ear?,How do I remove water from ear?,1
188130,147413,184347,What are some good laptops under 60k?,What are some some good laptops under 60k?,1
188131,144075,162962,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
188132,292488,151144,How do you sleep well?,What is the future of data science?,0
188133,209167,243699,What are the best books on modern philosophy?,What are some the best books on modern philosophy?,1
188134,133296,243822,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188135,224092,149132,What is the future of data science?,How can I get venture capital for my startup?,0
188136,252132,283775,How do you sleep well?,How do you sleep well?,1
188137,221964,296853,How do I remove water from ear?,How do I remove water from ear?,1
188138,123865,183534,What are the differences between Android and iOS?,How can I get venture capital for my startup?,0
188139,127953,173014,What are the differences between Android and iOS?,What are some good laptops under 60k?,0
188140,179540,135197,How can I get venture capital for my startup?,What are the differences between Android and iOS?,0
188141,251275,107604,What is GST and how does it benefit common people?,What are the best books on modern philosophy?,0
188142,182080,225618,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188143,182974,118038,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
188144,240134,168776,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188145,211973,140375,How do you sleep well?,How do you sleep well?,1
188146,205901,156733,What is the future of data science?,What are the best books on modern philosophy?,0
188147,204238,170123,How do I remove water from ear?,What is the most beautiful moment in your life?,0
188148,126290,154300,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188149,271780,284517,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188150,256432,231805,What are the differences between Android and iOS?,What are some good laptops under 60k?,0
188151,113515,172732,How do I remove water from ear?,Will there be a war between India and Pakistan?,0
188152,143013,192474,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188153,155437,257645,What are the differences between Android and iOS?,How can I motivate myself to achieve more?,0
188154,209370,126455,What is the most beautiful moment in your life?,How can I get venture capital for my startup?,0
188155,216441,224773,What is the future of data science?,What are the differences between Android and iOS?,0
188156,254678,128637,What is the future of data science?,Which is better: Java or Python?,0
188157,213732,260321,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
188158,127151,146496,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188159,146995,159653,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
188160,228840,145056,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188161,208744,289596,What should I do to overcome anxiety?,What should I should I to overcome anxiety?,1
188162,242722,206061,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188163,293513,115498,What is the future of data science?,What is the most beautiful moment in your life?,0
188164,187814,137617,How do you sleep well?,How do you sleep well?,1
188165,175020,241752,What are the differences between Android and iOS?,What is the future of data science?,0
188166,146000,289278,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
188167,166217,165843,Will there be a war between India and Pakistan?,How can I improve my communication skills?,0
188168,161701,137388,How do I remove water from ear?,How should I I remove water from ear?,1
188169,275371,245656,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188170,228602,239540,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188171,169077,179264,What is GST and how does it benefit common people?,What's GST and how does it benefit common people?,1
188172,208218,297191,How can I motivate myself to achieve more?,What are the best books on modern philosophy?,0
188173,236712,111480,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
188174,147730,167614,What is GST and how does it benefit common people?,How can I get venture capital for my startup?,0
188175,166428,237740,How can I improve my communication skills?,What are the best books on modern philosophy?,0
188176,168151,163640,How do I remove water from ear?,What should I do to overcome anxiety?,0
188177,201886,228646,What should I do to overcome anxiety?,How can I motivate myself to achieve more?,0
188178,217045,294686,Which is better: Java or Python?,Which is better: Java or Python?,1
188179,165517,132447,How can I improve my communication skills?,What are the best books on modern philosophy?,0
188180,223550,155212,Is it scientifically possible to bring someone back to life?,How can I motivate myself to achieve more?,0
188181,213172,133814,What are some good laptops under 60k?,What are some some good laptops under 60k?,1
188182,193204,267956,How do I remove water from ear?,How do I remove water from ear?,1
188183,240864,119413,How can I improve my communication skills?,What is the future of data science?,0
188184,239676,135885,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188185,296994,277866,Is it scientifically possible to bring someone back to life?,Which is better: Java or Python?,0
188186,279342,189855,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188187,112681,108207,What are the best books on modern philosophy?,Will there be a war between India and Pakistan?,0
188188,263998,136431,What is the future of data science?,What is the future of data science?,1
188189,192652,241924,Will there be a war between India and Pakistan?,How can I get venture capital for my startup?,0
188190,257183,175742,What is GST and how does it benefit common people?,Which is better: Java or Python?,0
188191,255120,132786,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
188192,294099,266437,What is the most beautiful moment in your life?,How can I motivate myself to achieve more?,0
188193,228568,112129,Will there be a war between India and Pakistan?,What is the future of data science?,0
188194,159664,299330,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
188195,101008,291108,Which is better: Java or Python?,How can I get venture capital for my startup?,0
188196,153227,275826,What are the best books on modern philosophy?,What are some good laptops under 60k?,0
188197,158645,132329,Which is better: Java or Python?,How do you sleep well?,0
188198,187744,130572,How do you sleep well?,How do you sleep well?,1
188199,136308,197840,What is GST and how does it benefit common people?,How can I improve my communication skills?,0
188200,110173,258663,Is it scientifically possible to bring someone back to life?,What is the most beautiful moment in your life?,0
188201,204990,169774,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
188202,124225,210799,How can I improve my communication skills?,What are some good laptops under 60k?,0
188203,238341,138788,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188204,163932,148728,How do you sleep well?,How do you sleep well?,1
188205,111443,296984,Will there be a war between India and Pakistan?,How do I remove water from ear?,0
188206,155071,134600,What is the future of data science?,How can I improve my communication skills?,0
188207,139639,267200,What are the differences between Android and iOS?,What are some the differences between Android and iOS?,1
188208,213231,162226,Is it scientifically possible to bring someone back to life?,What should I do to overcome anxiety?,0
188209,209001,114807,Which is better: Java or Python?,What is GST and how does it benefit common people?,0
188210,253022,119626,What are the differences between Android and iOS?,How can I get venture capital for my startup?,0
188211,255970,290367,How do you sleep well?,Which is better: Java or Python?,0
188212,163008,275354,How do you sleep well?,How do you sleep well?,1
188213,291528,131458,How can I motivate myself to achieve more?,What are some good laptops under 60k?,0
188214,251707,188461,How can I get venture capital for my startup?,What are the best books on modern philosophy?,0
188215,108921,186763,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
188216,191774,193681,How can I improve my communication skills?,What are the best books on modern philosophy?,0
188217,200231,177681,What is the future of data science?,What is the future of data science?,1
188218,292227,246482,How do I remove water from ear?,How can I motivate myself to achieve more?,0
188219,238798,192965,What are some good laptops under 60k?,What is the most beautiful moment in your life?,0
188220,222056,101157,Which is better: Java or Python?,Which is better: Java or Python?,1
188221,167181,165830,What are the best books on modern philosophy?,What are the best books on modern philosophy?,1
188222,204704,290009,What should I do to overcome anxiety?,What should I should I to overcome anxiety?,1
188223,242797,226373,What should I do to overcome anxiety?,What should I should I to overcome anxiety?,1
188224,270486,100044,What is the future of data science?,What's the future of data science?,1
188225,122394,215561,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
188226,183724,229236,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188227,293541,109425,How can I get venture capital for my startup?,How do I get venture capital for my startup?,1
188228,216846,147435,What is the future of data science?,What is the future of data science?,1
188229,225183,117387,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
188230,121455,228410,What is GST and how does it benefit common people?,Will there be a war between India and Pakistan?,0
188231,211984,185123,How can I motivate myself to achieve more?,What should I do to overcome anxiety?,0
188232,235283,218262,How can I get venture capital for my startup?,How do you sleep well?,0
188233,178580,148647,What should I do to overcome anxiety?,What is GST and how does it benefit common people?,0
188234,200869,136612,Which is better: Java or Python?,Which is better: Java or Python?,1
188235,297062,158124,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
188236,193266,120844,What are some good laptops under 60k?,What are some good laptops under 60k?,1
188237,232434,181362,Will there be a war between India and Pakistan?,How do I remove water from ear?,0
188238,202238,204221,How can I improve my communication skills?,How can I get venture capital for my startup?,0
188239,135926,166439,How can I get venture capital for my startup?,What are the best books on modern philosophy?,0
188240,105192,203546,How do I remove water from ear?,What is GST and how does it benefit common people?,0
188241,190135,267839,How can I improve my communication skills?,Which is better: Java or Python?,0
188242,122416,226902,How can I motivate myself to achieve more?,How do I motivate myself to achieve more?,1
188243,259029,228615,What is the future of data science?,What is the most beautiful moment in your life?,0
188244,194045,286219,What is the future of data science?,What is the future of data science?,1
188245,274051,167527,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
188246,157758,161491,What are the best books on modern philosophy?,What are the differences between Android and iOS?,0
188247,106510,162914,How do you sleep well?,How do you sleep well?,1
188248,192421,212482,How can I improve my communication skills?,How do I improve my communication skills?,1
188249,292397,272389,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
188250,281367,151295,How can I motivate myself to achieve more?,How do you sleep well?,0
188251,245875,235943,How do you sleep well?,What is the most beautiful moment in your life?,0
188252,256977,293849,How can I improve my communication skills?,What is GST and how does it benefit common people?,0
188253,176966,147573,What are the best books on modern philosophy?,What is the most beautiful moment in your life?,0
